"lang"
{
	"Language"		"English"
		"DOTA_Tooltip_ability_astral_trekker_giant_growth_Description"                    "Astral Trekker is slowly gaining an astral giant mass that increases his power at the cost of his attack speed. Passively increases attack damage, Astral Stomp's damage and health. When activated gives bonus armor and bonus magic resistance for the duration."
		"DOTA_Tooltip_ability_astral_trekker_giant_growth_Lore"							  "A giant from the Astral plane of existence."
		"DOTA_Tooltip_ability_astral_trekker_giant_growth_passive_bonus_damage"           "PASSIVE BONUS DAMAGE:"
		"DOTA_Tooltip_ability_astral_trekker_giant_growth_passive_bonus_attack_speed"     "PASSIVE ATTACK SPEED LOSS:"
		"DOTA_Tooltip_ability_astral_trekker_giant_growth_passive_bonus_health"           "PASSIVE BONUS HEALTH:"
		"DOTA_Tooltip_ability_astral_trekker_giant_growth_active_bonus_armor"             "ACTIVE BONUS ARMOR:"
		"DOTA_Tooltip_ability_astral_trekker_giant_growth_active_bonus_resistance"        "%ACTIVE BONUS MAGIC RESISTANCE:"
		"DOTA_Tooltip_ability_astral_trekker_giant_growth_duration"                       "DURATION:"
		"DOTA_Tooltip_ability_astral_trekker_giant_growth_stomp_bonus_damage"             "STOMP BONUS DAMAGE:"

		"DOTA_Tooltip_modifier_giant_growth_active"                                       "Giant Growth"
		"DOTA_Tooltip_modifier_giant_growth_active_Description"                           "Increased armor by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% and magic resistance by %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%%."

		"DOTA_Tooltip_ability_astral_trekker_astral_charge"                               "Astral Charge"
		"DOTA_Tooltip_ability_astral_trekker_astral_charge_Description"                   "Astral Trekker reveals his true nature, he charges across the battlefield until he depletes his health or reaches his destination. The activation health cost is %hp_travel_cost_percent%%% of his max hp, and the hp cost per 100 units travelled is %hp_cost_base% + %hp_travel_cost_percent%%% of his max hp. Astral Trekker's current hp can't go below 100 while using this spell and Astral Charge has no effect if Astral Trekker's current hp is below 100 + %hp_travel_cost_percent%%%. Astral Trekker is not invulnerable during travel and cannot disjoint projectiles. Deals fixed amount of damage around destination point only."
		"DOTA_Tooltip_ability_astral_trekker_astral_charge_Lore"						  "Wanderer is tracking you!"
		"DOTA_Tooltip_ability_astral_trekker_astral_charge_Note0"						  "Instant cast abilities can be used while travelling."
		"DOTA_Tooltip_ability_astral_trekker_astral_charge_Note1"						  "This ability destroys trees."
		"DOTA_Tooltip_ability_astral_trekker_astral_charge_Note2"						  "Astral Trekker is not invulnerable during Astral Charge."
		"DOTA_Tooltip_ability_astral_trekker_astral_charge_move_speed"                    "CHARGE SPEED:"
		"DOTA_Tooltip_ability_astral_trekker_astral_charge_hp_cost_base"                  "BASE HP COST PER 100 UNITS:"
		"DOTA_Tooltip_ability_astral_trekker_astral_charge_hp_travel_cost_percent"        "%HP COST PER 100 UNITS:"
		"DOTA_Tooltip_ability_astral_trekker_astral_charge_vision_radius"                 "VISION RADIUS DURING CHARGE:"
		//"DOTA_Tooltip_ability_astral_trekker_astral_charge_tree_destroy_radius"           "TREE DESTROY RADIUS:"
		//"DOTA_Tooltip_ability_astral_trekker_astral_charge_distance_per_hp"               "DISTANCE PER HP:"
		//"DOTA_Tooltip_ability_astral_trekker_astral_charge_tree_destroy_interval"         "TREE DESTROY INTERVAL:"
		"DOTA_Tooltip_ability_astral_trekker_astral_charge_damage"                        "DAMAGE:"
		"DOTA_Tooltip_ability_astral_trekker_astral_charge_damage_radius"                 "DAMAGE RADIUS:"
		
		"DOTA_Tooltip_modifier_astral_charge_buff"                                        "Astral Charge"
		"DOTA_Tooltip_modifier_astral_charge_buff_Description"                            "Travelling like a true astral creature."
		
		"DOTA_Tooltip_ability_special_bonus_unique_astral_trekker_1"                      "+{s:value}% Astral Charge Damage per distance traveled"
		"DOTA_Tooltip_ability_special_bonus_unique_astral_trekker_2"                      "+{s:value}% Giant Growth Magic Resistance"

		// ******************** AXE ********************
		"DOTA_Tooltip_ability_axe_custom_battle_rage"                           "Battle Rage"
		"DOTA_Tooltip_ability_axe_custom_battle_rage_Description"               "Sends target allied hero into a Battle Rage. When affected by Battle Rage, hero has increased movement speed and all damage dealt by that hero steals life.<br><br><font color='#70EA72'>Battle Rage grants normal lifesteal and spell lifesteal.</font>"
		"DOTA_Tooltip_ability_axe_custom_battle_rage_Lore"						"Mogul Khan's rage propels him through terrifying acts of brutality and destruction."
		"DOTA_Tooltip_ability_axe_custom_battle_rage_Note0"               		"Stacks independently with Octarine Core spell lifesteal."
		"DOTA_Tooltip_ability_axe_custom_battle_rage_duration"                  "DURATION:"
		"DOTA_Tooltip_ability_axe_custom_battle_rage_heal_multiplier"           "%LIFESTEAL:"
		"DOTA_Tooltip_ability_axe_custom_battle_rage_bonus_move_speed"          "%BONUS MOVE SPEED:"
		
		"DOTA_Tooltip_modifier_axe_battle_rage"                                 "Battle Rage"
		"DOTA_Tooltip_modifier_axe_battle_rage_Description"                     "Lifesteal on damage dealt and increased movement speed."
		
		"DOTA_Tooltip_ability_axe_custom_red_mist_curse"                        "Red Mist Curse"
		"DOTA_Tooltip_ability_axe_custom_red_mist_curse_Description"            "Curses an enemy unit, causing it to be slowed, take damage over time and be revealed in a fog of war."
		"DOTA_Tooltip_ability_axe_custom_red_mist_curse_Lore"					"Red Mist General consumes ordinary heroes."
		"DOTA_Tooltip_ability_axe_custom_red_mist_curse_duration"               "DURATION:"
		"DOTA_Tooltip_ability_axe_custom_red_mist_curse_damage_per_second"      "DAMAGE PER SECOND:"
		"DOTA_Tooltip_ability_axe_custom_red_mist_curse_move_speed_slow"        "%MOVE SPEED SLOW:"
		
		"DOTA_Tooltip_modifier_red_mist_curse_debuff"                           "Red Mist Curse"
		"DOTA_Tooltip_modifier_red_mist_curse_debuff_Description"               "Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% and taking magic damage over time."

		"DOTA_Tooltip_ability_axe_custom_counter_helix"                         "Counter Helix"
		"DOTA_Tooltip_ability_axe_custom_counter_helix_Description"             "When attacked, Axe performs a helix counter attack, dealing damage to all nearby enemies.<br><br><font color='#70EA72'>Counter Helix can be triggered whenever an attack against Axe begins, not when Axe is actually damaged by said attack.</font>"
		"DOTA_Tooltip_ability_axe_custom_counter_helix_Lore"                  	"Axe is the only reinforcement this army needs."
		"DOTA_Tooltip_ability_axe_custom_counter_helix_damage"					"DAMAGE:"
		"DOTA_Tooltip_ability_axe_custom_counter_helix_radius"                  "RADIUS:"
		"DOTA_Tooltip_ability_axe_custom_counter_helix_trigger_chance"          "%CHANCE TO HELIX:"
		
		"DOTA_Tooltip_ability_axe_custom_blood_mist_power"                      "Blood Mist Power"
		"DOTA_Tooltip_ability_axe_custom_blood_mist_power_Description"          "Axe converts all his spell damage to pure damage for the duration. Damage caused by items is not converted."
		"DOTA_Tooltip_ability_axe_custom_blood_mist_power_Lore"					"After killing every soldier in his army he made a Blood Mist army."
		"DOTA_Tooltip_ability_axe_custom_blood_mist_power_duration"             "DURATION:"
		
		"DOTA_Tooltip_modifier_blood_mist_power_buff"                           "Blood Mist Power"
		"DOTA_Tooltip_modifier_blood_mist_power_buff_Description"               "Spell damage becomes Pure."

		"DOTA_Tooltip_ability_axe_custom_cut_from_above"                                "Cut From Above"
		"DOTA_Tooltip_ability_axe_custom_cut_from_above_Description"                    "Axe leaps forward into combat. Upon landing, Axe delivers a strike to all enemies in a small area around his destination. If an enemy is below the kill threshold, the enemy dies and Axe grants himself and nearby allies a temporary speed bonus."
		"DOTA_Tooltip_ability_axe_custom_cut_from_above_Lore"                           "Mogul Khan is the embodiment of battle and fury, launching into a gruesome fatality against those who dare engage the Axe in combat."
		"DOTA_Tooltip_ability_axe_custom_cut_from_above_Note0"                          "The killing blow goes through spell immunity."
		"DOTA_Tooltip_ability_axe_custom_cut_from_above_radius"                         "RADIUS:"
		"DOTA_Tooltip_ability_axe_custom_cut_from_above_damage_kill_threshold"          "DAMAGE/KILL THRESHOLD:"
		"DOTA_Tooltip_ability_axe_custom_cut_from_above_bonus_move_speed_on_kill"       "%MOVE SPEED BONUS:"
        "DOTA_Tooltip_ability_axe_custom_cut_from_above_bonus_attack_speed_on_kill"     "ATTACK SPEED BONUS:"
		"DOTA_Tooltip_ability_axe_custom_cut_from_above_buff_duration"                  "BUFF DURATION:"
		"DOTA_Tooltip_ability_axe_custom_cut_from_above_buff_radius"                    "BUFF RADIUS:"
		"DOTA_Tooltip_ability_axe_custom_cut_from_above_scepter_description"            "Increases cast range, damage and kill threshold."
		"DOTA_Tooltip_ability_axe_custom_cut_from_above_scepter_damage_kill_threshold"  "SCEPTER DAMAGE/KILL THRESHOLD:"
		"DOTA_Tooltip_ability_axe_custom_cut_from_above_scepter_bonus_cast_range"       "SCEPTER BONUS CAST RANGE:"
		
		"DOTA_Tooltip_modifier_axe_custom_cut_from_above_buff"							"Cut From Above"
		"DOTA_Tooltip_modifier_axe_custom_cut_from_above_buff_Description"              "Axe releases a war cry, giving all nearby allies %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% bonus movement and %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% bonus attack speed."

		"DOTA_Tooltip_ability_special_bonus_unique_axe_counter_helix_damage"    "+{s:value} Counter Helix Damage"

		// ******************** BANE ********************		
		"DOTA_Tooltip_ability_bane_custom_enfeeble"                             "Enfeeble"
		"DOTA_Tooltip_ability_bane_custom_enfeeble_Description"                 "Weakens an enemy unit, reducing its damage output.<br><br><font color='#70EA72'>Enfeeble reduces unit's attack damage and spell damage. Pierces spell immunity. Dispellable only with Super Strong Dispel.</font>"
		"DOTA_Tooltip_ability_bane_custom_enfeeble_Lore"						"Even the mightiest of beings crumble before the terror of Atropos."
		"DOTA_Tooltip_ability_bane_custom_enfeeble_attack_damage_reduction"     "%ATTACK DAMAGE REDUCTION:"
		"DOTA_Tooltip_ability_bane_custom_enfeeble_spell_damage_reduction"		"%SPELL DAMAGE REDUCTION:"
		"DOTA_Tooltip_ability_bane_custom_enfeeble_duration"                    "DURATION:"

		"DOTA_Tooltip_modifier_custom_enfeeble_debuff"                          "Enfeebled"
		"DOTA_Tooltip_modifier_custom_enfeeble_debuff_Description"              "Reduced attacked damage by %dMODIFIER_PROPERTY_DAMAGEOUTGOING_PERCENTAGE%%% and spell damage by %dMODIFIER_PROPERTY_TOOLTIP%%%."

		"DOTA_Tooltip_ability_bane_custom_terror_blink"                         "Terror Blink"
		"DOTA_Tooltip_ability_bane_custom_terror_blink_Description"             "Bane becomes disarmed and teleports to the target destination. After %duration% seconds, if Bane is not dispelled, rooted or invulnerable, he will be teleported back where he was %duration% seconds ago."
		"DOTA_Tooltip_ability_bane_custom_terror_blink_Lore"					"Do you know the true meaning of fear?"
		"DOTA_Tooltip_ability_bane_custom_terror_blink_duration"                "DURATION:"
		
		"DOTA_Tooltip_modifier_custom_terror_buff"								"Terror Blink"
		"DOTA_Tooltip_modifier_custom_terror_buff_Description"					"Disarmed and X-Mark-ed."

		"DOTA_Tooltip_ability_bane_custom_atropos_end"                          "Atropos End"
		"DOTA_Tooltip_ability_bane_custom_atropos_end_Description"              "Bane removes debuffs and stuns from itself. Can be used while stunned but not while silenced or hexed.\n\nDISPEL TYPE: Super Strong Dispel"
		"DOTA_Tooltip_ability_bane_custom_atropos_end_Lore"						"Atropos knows every evil, and he can end them but chooses not to."

		"DOTA_Tooltip_ability_bane_custom_brain_sap"							"Brain Sap"
		"DOTA_Tooltip_ability_bane_custom_brain_sap_Description"				"Feasts on the vital energies of a unit, healing Bane and dealing damage.<br><br><font color='#70EA72'>Brain Sap steals intelligence for %int_steal_duration% seconds.</font>"
